prompt_group,n_prompt_ids,n_annotations,n_models,n_edges,n_possible_edges,n_supported_triangles,models,edges,supported_triangles
040cf50a9d3641cfb54a9d9325b2e968,1,7,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
041d791a60ad4dffa8e16e19f861becc,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
044b6c425ffb4b71960f08b499b3bde0,1,7,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
0451bd09aba846b3a2061f12cd03e267,1,4,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
047ef56ddefa444f976e9ec19c4b4fe6,1,8,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
0484e7578d7c40c2997a04c45f75047e,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0489f607ea074ea49e178e5e5ce40b0f,1,1,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
049b91b0758340cc81a1f7da417e9ecb,1,6,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
04a607d5d170433e915eb10e018de1b4,1,7,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
04bdd646d5614a4aa7a3d3fee090c65f,1,3,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
04bfbe6a353c407e9d9d1b717cfdef7e,1,7,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
04cda7c60a124024a5a2d5ac48f8672b,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
04d24b37b9e54587a31833ac7931f7dd,1,3,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
04d475cbb20441c9a8f2b84455cb8d54,1,2,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
04dbae9fb520428881d411d4794d8f22,1,6,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
04ecf2fcd9c44947a917676b07ba9437,1,7,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
04f9d43e1fd94fafacba47027f5115b7,1,3,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0500e95554d74e4a93149627d586ff50,1,5,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
0507a453098f417b8097d297e9f746e7,1,5,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
05109ebfb3474d7bb0e3b50fbc7d0e39,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
0512765632104614a3917bc87f9c0bc1,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
052356842de14f1697d893a8597bdde5,1,6,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
052f7be7478f4cad8bcc903239f2b7a3,1,8,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
053f349fa2904edab84ec60d5b932aef,1,7,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
054a2cc0cd5a4eceb4f2e4255b01939f,1,5,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
054bffbb7ad846bab252f8f93edf665f,1,6,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
054ff22c18af45399ab6b863cd939938,1,7,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
055faefc23c34a41a0f8262022ded5d0,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
056bb931fbdd4ba097c07ab897fe8547,1,2,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
056bc7bf75584acea758e53c5379ceb3,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0577027d31c54c14a708b2b0b320f238,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
057d41949ecf4c9baf9301f634441e35,1,6,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
057f74a473734569a187f6dfaddec0fa,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
059d42e6b34840fe947ebb90c79e46ae,1,3,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
05b2622f3603468daa7694d970a5e979,1,6,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
05bab8a1973f4fd59ca9b10a6d1b5e96,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
05d1c7ad682840b78cc1032dbd16c038,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
05d8e14617f447649e1a8a8eedb49f8d,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
05e48d3ec8c8425cb5aeeb5bd2187a4f,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""]]",[]
05f324ff1f924c2da511e769b7d55497,1,3,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
05f991d786c143a59a918771ea35558e,1,8,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
05fdc6c5d6024e8297fe05428c7b7e6f,1,3,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
060c5b629db7477f872d1ac20958f5b5,1,4,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
060cfba5424143ebb4c8a3a44fdcb645,1,6,3,2,3,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0611ab167a6f4daeb1151c580b8aba41,1,6,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
061b4492544a48e58e04c7fca600a03c,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
0626cb30699e4eedbcfa000c08225318,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
06272f82f9474347b2be318ebda2715d,1,3,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0632718eb0dd4e62aa35b738c67a56e3,1,3,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
063c47eb41104f5598b08cf3e2cdd04c,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
064978eb16f24d1394f188e0e0a94cc2,1,4,2,1,1,0,"[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
064fa22839864af6843a3ac2c73ab963,1,7,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0654990b98fa414785b51c1f591b4323,1,7,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
06809246c9c74b4c98cb5de8018af2d2,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0684dfaaf9f24492b00b6ef6a5e01dc4,1,6,4,2,6,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
0696ea5d0f154c9d85c8a43144d5fb07,1,1,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
06ba1d8b2fec407fac5ca8b8f0593ff0,1,4,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
06c568633a83495d84363beacf03c9ad,1,4,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
06d827c7f92140a7ad8dbb7a14a68201,1,3,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
06d9283506be4c5a949d3c77ac5f7e72,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
06de1761b11848b7b7a76752de81b3ed,1,7,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
06e33f44c5db448f9d2918e07bea76c1,1,4,2,1,1,0,"[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0707caf068614f2d939ab5bae3fca6b9,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
070cdacd923b4c0685fabf97c907460e,1,3,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
07122fb9dcd6458eb457bba69631be62,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""]]",[]
072f1955410f485a80030607e9ae8b90,1,8,3,2,3,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
073bb78d460a47f98a05e06db26f8bb2,1,2,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]]",[]
074b3e2ac9144b12bf288350561bc402,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
076aeae8ca804197b97d7124fc05ffa6,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
076f632f3c284939abae3b707cd5babe,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
0772650a1e4c4c48ae6ab2fd42ea57a8,1,4,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
07764242c1354b00892c2bcb39608241,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125""]]",[]
0794bf3b298e45e0b47fee18167d3369,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
0795d728e7164dc9a8494db6610afa42,1,8,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]]",[]
079bf6e3e9774cdeb44d4e07f3bbd68b,1,5,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-7b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
079d02d4715a47c5b9296f54aecb9625,1,2,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
07aa240c57624a6faf24564d9c296b78,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
07adb72992954a37b181aa39804ce722,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b""], [""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
07afb9185020436f9adbb8f179cdc59e,1,4,2,1,1,0,"[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
07b525db21d64b868f1e65f01e46f12d,1,8,3,2,3,0,"[""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-3.5-turbo-0125"", ""meta-llama/Llama-2-70b-chat-hf""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
07bba5df2861436f8abc5d91965a18c5,1,3,2,1,1,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""]]",[]
07bbd002b1af4608abfc8586e55b116e,1,7,4,2,6,0,"[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
07d712df0ef04ec3bb2d6908388d46c3,1,5,4,2,6,0,"[""allenai/tulu-2-70b"", ""allenai/tulu-2-7b"", ""gpt-3.5-turbo-0125"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-70b"", ""gpt-3.5-turbo-0125""], [""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
07d7366f011844c7b6dcdfcc948d8c72,1,8,3,2,3,0,"[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""allenai/tulu-2-70b"", ""gpt-4-turbo-2024-04-09""], [""allenai/tulu-2-70b"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
07ddebf30248456fab47738a26c1a108,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""allenai/tulu-2-7b"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
07e05801ffcb43bcac48f57a91ec8a6e,1,7,3,2,3,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""], [""meta-llama/Llama-2-70b-chat-hf"", ""meta-llama/Meta-Llama-3-70B-Instruct""]]",[]
07e43911349e4a21b427b7dab2a1f00f,1,4,2,1,1,0,"[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]","[[""allenai/tulu-2-7b"", ""gpt-4-turbo-2024-04-09""]]",[]
07f4fe4b77fe4fa180bc3d62be4097fe,1,3,2,1,1,0,"[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]","[[""gpt-4-turbo-2024-04-09"", ""meta-llama/Llama-2-70b-chat-hf""]]",[]
